drug1,drug2,text,interacts,type
DDI-DrugBank.d354.s1.e0,DDI-DrugBank.d354.s1.e1,"Therefore, caution should be used when administering drug1 concurrently with other highly plasma protein-bound drugs with narrow therapeutic indices, as competition for binding sites may occur (e.g., drug2",True,mechanism
DDI-DrugBank.d554.s0.e0,DDI-DrugBank.d554.s0.e1,"Certain drug1, drug2, drug0, drug0, drug0, and drug0",False, 
DDI-DrugBank.d554.s0.e0,DDI-DrugBank.d554.s0.e2,"Certain drug1, drug0, drug2, drug0, drug0, and drug0",False, 
DDI-DrugBank.d229.s0.e0,DDI-DrugBank.d229.s0.e1,Drug Interaction During Pregnancy: drug1 and drug2,False, 
DDI-DrugBank.d229.s3.e0,DDI-DrugBank.d229.s3.e1,The addition of 540 mg/kg/day of drug1 (approximately 340 times the maximum recommended daily inhalation dose in adults on a mg/m2 basis) to 2.7 mg/kg/day of drug2,True,effect
DDI-DrugBank.d440.s0.e0,DDI-DrugBank.d440.s0.e1,drug1 Supplements/drug2,False, 
DDI-DrugBank.d440.s1.e0,DDI-DrugBank.d440.s1.e1,"Products containing drug1 and other multivalent cations (such as drug2, drug0, drug0) are likely to interfere with absorption of drug0",False, 
DDI-DrugBank.d440.s1.e0,DDI-DrugBank.d440.s1.e2,"Products containing drug1 and other multivalent cations (such as drug0, drug2, drug0) are likely to interfere with absorption of drug0",False, 
DDI-DrugBank.d440.s1.e0,DDI-DrugBank.d440.s1.e4,"Products containing drug1 and other multivalent cations (such as drug0, drug0, drug0) are likely to interfere with absorption of drug2",True,mechanism
DDI-DrugBank.d440.s1.e1,DDI-DrugBank.d440.s1.e4,"Products containing drug0 and other multivalent cations (such as drug1, drug0, drug0) are likely to interfere with absorption of drug2",True,mechanism
DDI-DrugBank.d440.s1.e2,DDI-DrugBank.d440.s1.e4,"Products containing drug0 and other multivalent cations (such as drug0, drug1, drug0) are likely to interfere with absorption of drug2",True,mechanism
DDI-DrugBank.d440.s1.e3,DDI-DrugBank.d440.s1.e4,"Products containing drug0 and other multivalent cations (such as drug0, drug0, drug1) are likely to interfere with absorption of drug2",True,mechanism
DDI-DrugBank.d440.s2.e0,DDI-DrugBank.d440.s2.e1,"drug1 should be taken at least 60 minutes before any oral medications containing multivalent cations (including drug2, supplements or drug0",True,advise
DDI-DrugBank.d440.s2.e0,DDI-DrugBank.d440.s2.e2,"drug1 should be taken at least 60 minutes before any oral medications containing multivalent cations (including drug0, supplements or drug2",True,advise
DDI-DrugBank.d440.s2.e1,DDI-DrugBank.d440.s2.e2,"drug0 should be taken at least 60 minutes before any oral medications containing multivalent cations (including drug1, supplements or drug2",False, 
DDI-DrugBank.d440.s3.e0,DDI-DrugBank.d440.s3.e1,drug1 and drug2 (drug0,False, 
DDI-DrugBank.d440.s3.e0,DDI-DrugBank.d440.s3.e2,drug1 and drug0 (drug2,False, 
DDI-DrugBank.d440.s4.e0,DDI-DrugBank.d440.s4.e1,"Of over 3500 patients enrolled in the drug1 osteoporosis Treatment and Prevention Studies, 15% used anti-peptic agents (primarily drug2 and drug0",False, 
DDI-DrugBank.d440.s4.e0,DDI-DrugBank.d440.s4.e2,"Of over 3500 patients enrolled in the drug1 osteoporosis Treatment and Prevention Studies, 15% used anti-peptic agents (primarily drug0 and drug2",False, 
DDI-DrugBank.d440.s7.e0,DDI-DrugBank.d440.s7.e1,"Among these patients, the incidence of upper gastrointestinal adverse experiences in the patients treated with drug1 150 mg once monthly was similar to that in patients treated with drug2",False, 
DDI-DrugBank.d440.s8.e0,DDI-DrugBank.d440.s8.e1,drug1/drug2s (drug0,False, 
DDI-DrugBank.d440.s8.e0,DDI-DrugBank.d440.s8.e2,drug1/drug0s (drug2,False, 
DDI-DrugBank.d440.s9.e0,DDI-DrugBank.d440.s9.e1,"In the large, placebo-controlled osteoporosis Treatment Study, drug1 and drug2",False, 
DDI-DrugBank.d440.s10.e0,DDI-DrugBank.d440.s10.e1,"Among drug1 or drug2 users, the incidence of upper gastrointestinal adverse events in patients treated with drug0",False, 
DDI-DrugBank.d440.s10.e0,DDI-DrugBank.d440.s10.e2,"Among drug1 or drug0 users, the incidence of upper gastrointestinal adverse events in patients treated with drug2",False, 
DDI-DrugBank.d440.s11.e0,DDI-DrugBank.d440.s11.e1,"Similarly, in the 1-year monthly comparison study, drug1 and drug2",False, 
DDI-DrugBank.d440.s12.e0,DDI-DrugBank.d440.s12.e1,The incidence of upper gastrointestinal events in patients concomitantly taking drug1 or drug2 was similar in patients taking drug0,False, 
DDI-DrugBank.d440.s12.e0,DDI-DrugBank.d440.s12.e2,The incidence of upper gastrointestinal events in patients concomitantly taking drug1 or drug0 was similar in patients taking drug2,False, 
DDI-DrugBank.d440.s13.e0,DDI-DrugBank.d440.s13.e1,"However, since drug1, drug2, and drug0 are all associated with gastrointestinal irritation, caution should be exercised in the concomitant use of drug0 or drug0 with drug0",False, 
DDI-DrugBank.d440.s13.e0,DDI-DrugBank.d440.s13.e2,"However, since drug1, drug0, and drug2 are all associated with gastrointestinal irritation, caution should be exercised in the concomitant use of drug0 or drug0 with drug0",False, 
DDI-DrugBank.d440.s13.e3,DDI-DrugBank.d440.s13.e5,"However, since drug0, drug0, and drug0 are all associated with gastrointestinal irritation, caution should be exercised in the concomitant use of drug1 or drug0 with drug2",True,advise
DDI-DrugBank.d440.s13.e4,DDI-DrugBank.d440.s13.e5,"However, since drug0, drug0, and drug0 are all associated with gastrointestinal irritation, caution should be exercised in the concomitant use of drug0 or drug1 with drug2",True,advise
DDI-DrugBank.d460.s1.e0,DDI-DrugBank.d460.s1.e1,drug1 is a potential inhibitor of the CYP2C9 isoenzyme in vivo as indicated by its ability to inhibit the in vitro metabolism of drug2,True,mechanism
DDI-DrugBank.d460.s3.e0,DDI-DrugBank.d460.s3.e1,"drug1: In a randomized, multiple-dose crossover study, patients with Type 2 diabetes were administered 120 mg drug2 three times a day before meals for 1 day in combination with drug0",False, 
DDI-DrugBank.d460.s3.e0,DDI-DrugBank.d460.s3.e2,"drug1: In a randomized, multiple-dose crossover study, patients with Type 2 diabetes were administered 120 mg drug0 three times a day before meals for 1 day in combination with drug2",False, 
DDI-DrugBank.d460.s5.e0,DDI-DrugBank.d460.s5.e1,drug1: When drug2 120 mg three times daily before meals was administered in combination with drug0,False, 
DDI-DrugBank.d460.s5.e0,DDI-DrugBank.d460.s5.e2,drug1: When drug0 120 mg three times daily before meals was administered in combination with drug2,False, 
DDI-DrugBank.d460.s6.e0,DDI-DrugBank.d460.s6.e1,drug1: When drug2 120 mg before meals was administered in combination with a single 1-mg dose of drug0,False, 
DDI-DrugBank.d460.s6.e0,DDI-DrugBank.d460.s6.e2,drug1: When drug0 120 mg before meals was administered in combination with a single 1-mg dose of drug2,False, 
DDI-DrugBank.d460.s7.e0,DDI-DrugBank.d460.s7.e1,drug1: When healthy subjects were administered drug2 120 mg three times daily before meals for four days in combination with a single dose of drug0,False, 
DDI-DrugBank.d460.s7.e0,DDI-DrugBank.d460.s7.e2,drug1: When healthy subjects were administered drug0 120 mg three times daily before meals for four days in combination with a single dose of drug2,False, 
DDI-DrugBank.d460.s9.e0,DDI-DrugBank.d460.s9.e1,drug1: Administration of morning and lunch doses of drug2 120 mg in combination with a single 75-mg dose of drug0,False, 
DDI-DrugBank.d460.s9.e0,DDI-DrugBank.d460.s9.e2,drug1: Administration of morning and lunch doses of drug0 120 mg in combination with a single 75-mg dose of drug2,False, 
DDI-DrugBank.d460.s11.e0,DDI-DrugBank.d460.s11.e1,"In vitro displacement studies with highly protein-bound drugs such as drug1, drug2, drug0, drug0, drug0, drug0, drug0, drug0, drug0, drug0, and drug0 showed no influence on the extent of drug0",False, 
DDI-DrugBank.d460.s11.e0,DDI-DrugBank.d460.s11.e2,"In vitro displacement studies with highly protein-bound drugs such as drug1, drug0, drug2, drug0, drug0, drug0, drug0, drug0, drug0, drug0, and drug0 showed no influence on the extent of drug0",False, 
DDI-DrugBank.d460.s12.e0,DDI-DrugBank.d460.s12.e1,"Similarly, drug1 had no influence on the serum protein binding of drug2, drug0, drug0, drug0, drug0, drug0, and drug0",False, 
DDI-DrugBank.d460.s12.e0,DDI-DrugBank.d460.s12.e2,"Similarly, drug1 had no influence on the serum protein binding of drug0, drug2, drug0, drug0, drug0, drug0, and drug0",False, 
DDI-DrugBank.d460.s14.e0,DDI-DrugBank.d460.s14.e1,"Certain drugs, including drug1 (drug2), drug0, drug0, and drug0 may potentiate the hypoglycemic action of drug0 and other oral drug0",False, 
DDI-DrugBank.d460.s14.e0,DDI-DrugBank.d460.s14.e2,"Certain drugs, including drug1 (drug0), drug2, drug0, and drug0 may potentiate the hypoglycemic action of drug0 and other oral drug0",False, 
DDI-DrugBank.d460.s14.e0,DDI-DrugBank.d460.s14.e5,"Certain drugs, including drug1 (drug0), drug0, drug0, and drug0 may potentiate the hypoglycemic action of drug2 and other oral drug0",True,effect
DDI-DrugBank.d460.s14.e0,DDI-DrugBank.d460.s14.e6,"Certain drugs, including drug1 (drug0), drug0, drug0, and drug0 may potentiate the hypoglycemic action of drug0 and other oral drug2",True,effect
DDI-DrugBank.d460.s14.e1,DDI-DrugBank.d460.s14.e5,"Certain drugs, including drug0 (drug1), drug0, drug0, and drug0 may potentiate the hypoglycemic action of drug2 and other oral drug0",True,effect
DDI-DrugBank.d460.s14.e1,DDI-DrugBank.d460.s14.e6,"Certain drugs, including drug0 (drug1), drug0, drug0, and drug0 may potentiate the hypoglycemic action of drug0 and other oral drug2",True,effect
DDI-DrugBank.d460.s14.e2,DDI-DrugBank.d460.s14.e5,"Certain drugs, including drug0 (drug0), drug1, drug0, and drug0 may potentiate the hypoglycemic action of drug2 and other oral drug0",True,effect
DDI-DrugBank.d460.s14.e2,DDI-DrugBank.d460.s14.e6,"Certain drugs, including drug0 (drug0), drug1, drug0, and drug0 may potentiate the hypoglycemic action of drug0 and other oral drug2",True,effect
DDI-DrugBank.d460.s14.e3,DDI-DrugBank.d460.s14.e5,"Certain drugs, including drug0 (drug0), drug0, drug1, and drug0 may potentiate the hypoglycemic action of drug2 and other oral drug0",True,effect
DDI-DrugBank.d460.s14.e3,DDI-DrugBank.d460.s14.e6,"Certain drugs, including drug0 (drug0), drug0, drug1, and drug0 may potentiate the hypoglycemic action of drug0 and other oral drug2",True,effect
DDI-DrugBank.d460.s14.e4,DDI-DrugBank.d460.s14.e5,"Certain drugs, including drug0 (drug0), drug0, drug0, and drug1 may potentiate the hypoglycemic action of drug2 and other oral drug0",True,effect
DDI-DrugBank.d460.s14.e4,DDI-DrugBank.d460.s14.e6,"Certain drugs, including drug0 (drug0), drug0, drug0, and drug1 may potentiate the hypoglycemic action of drug0 and other oral drug2",True,effect
DDI-DrugBank.d460.s15.e0,DDI-DrugBank.d460.s15.e1,"Certain drugs including drug1, drug2, drug0, and drug0 may reduce the hypoglycemic action of drug0 and other oral drug0",False, 
DDI-DrugBank.d460.s15.e0,DDI-DrugBank.d460.s15.e2,"Certain drugs including drug1, drug0, drug2, and drug0 may reduce the hypoglycemic action of drug0 and other oral drug0",False, 
DDI-DrugBank.d460.s15.e0,DDI-DrugBank.d460.s15.e4,"Certain drugs including drug1, drug0, drug0, and drug0 may reduce the hypoglycemic action of drug2 and other oral drug0",True,effect
DDI-DrugBank.d460.s15.e0,DDI-DrugBank.d460.s15.e5,"Certain drugs including drug1, drug0, drug0, and drug0 may reduce the hypoglycemic action of drug0 and other oral drug2",True,effect
DDI-DrugBank.d460.s15.e1,DDI-DrugBank.d460.s15.e4,"Certain drugs including drug0, drug1, drug0, and drug0 may reduce the hypoglycemic action of drug2 and other oral drug0",True,effect
DDI-DrugBank.d460.s15.e1,DDI-DrugBank.d460.s15.e5,"Certain drugs including drug0, drug1, drug0, and drug0 may reduce the hypoglycemic action of drug0 and other oral drug2",True,effect
DDI-DrugBank.d460.s15.e2,DDI-DrugBank.d460.s15.e4,"Certain drugs including drug0, drug0, drug1, and drug0 may reduce the hypoglycemic action of drug2 and other oral drug0",True,effect
DDI-DrugBank.d460.s15.e2,DDI-DrugBank.d460.s15.e5,"Certain drugs including drug0, drug0, drug1, and drug0 may reduce the hypoglycemic action of drug0 and other oral drug2",True,effect
DDI-DrugBank.d460.s15.e3,DDI-DrugBank.d460.s15.e4,"Certain drugs including drug0, drug0, drug0, and drug1 may reduce the hypoglycemic action of drug2 and other oral drug0",True,effect
DDI-DrugBank.d460.s15.e3,DDI-DrugBank.d460.s15.e5,"Certain drugs including drug0, drug0, drug0, and drug1 may reduce the hypoglycemic action of drug0 and other oral drug2",True,effect
DDI-DrugBank.d373.s0.e0,DDI-DrugBank.d373.s0.e1,drug1: Experience in over 1400 patients in a non-comparative clinical trial has shown that concomitant administration of drug2 and drug0,False, 
DDI-DrugBank.d373.s0.e0,DDI-DrugBank.d373.s0.e2,drug1: Experience in over 1400 patients in a non-comparative clinical trial has shown that concomitant administration of drug0 and drug2,False, 
DDI-DrugBank.d373.s0.e1,DDI-DrugBank.d373.s0.e2,drug0: Experience in over 1400 patients in a non-comparative clinical trial has shown that concomitant administration of drug1 and drug2,True,effect
DDI-DrugBank.d373.s1.e0,DDI-DrugBank.d373.s1.e1,Long Acting drug1: drug2 may be safely co-administered with drug0,False, 
DDI-DrugBank.d373.s1.e0,DDI-DrugBank.d373.s1.e2,Long Acting drug1: drug0 may be safely co-administered with drug2,False, 
DDI-DrugBank.d373.s2.e0,DDI-DrugBank.d373.s2.e1,"drug1: Immediate Release Capsules: Since there have been isolated reports of patients with elevated drug2 levels, and there is a possible interaction between drug0 and drug0, it is recommended that drug0 levels be monitored when initiating, adjusting, and discontinuing drug0",False, 
DDI-DrugBank.d373.s2.e0,DDI-DrugBank.d373.s2.e2,"drug1: Immediate Release Capsules: Since there have been isolated reports of patients with elevated drug0 levels, and there is a possible interaction between drug2 and drug0, it is recommended that drug0 levels be monitored when initiating, adjusting, and discontinuing drug0",False, 
DDI-DrugBank.d373.s2.e2,DDI-DrugBank.d373.s2.e3,"drug0: Immediate Release Capsules: Since there have been isolated reports of patients with elevated drug0 levels, and there is a possible interaction between drug1 and drug2, it is recommended that drug0 levels be monitored when initiating, adjusting, and discontinuing drug0",True,int
DDI-DrugBank.d373.s2.e4,DDI-DrugBank.d373.s2.e5,"drug0: Immediate Release Capsules: Since there have been isolated reports of patients with elevated drug0 levels, and there is a possible interaction between drug0 and drug0, it is recommended that drug1 levels be monitored when initiating, adjusting, and discontinuing drug2",True,advise
DDI-DrugBank.d373.s3.e0,DDI-DrugBank.d373.s3.e1,Extended Release Tablets: Administration of drug1 with drug2 increased drug0,False, 
DDI-DrugBank.d373.s3.e0,DDI-DrugBank.d373.s3.e2,Extended Release Tablets: Administration of drug1 with drug0 increased drug2,False, 
DDI-DrugBank.d373.s3.e1,DDI-DrugBank.d373.s3.e2,Extended Release Tablets: Administration of drug0 with drug1 increased drug2,True,mechanism
DDI-DrugBank.d373.s7.e0,DDI-DrugBank.d373.s7.e1,"Since there have been isolated reports of patients with elevated drug1 levels, it is recommended that drug2 levels be monitored when initiating, adjusting, and discontinuing drug0",False, 
DDI-DrugBank.d373.s7.e0,DDI-DrugBank.d373.s7.e2,"Since there have been isolated reports of patients with elevated drug1 levels, it is recommended that drug0 levels be monitored when initiating, adjusting, and discontinuing drug2",False, 
DDI-DrugBank.d373.s7.e1,DDI-DrugBank.d373.s7.e2,"Since there have been isolated reports of patients with elevated drug0 levels, it is recommended that drug1 levels be monitored when initiating, adjusting, and discontinuing drug2",True,advise
DDI-DrugBank.d373.s8.e0,DDI-DrugBank.d373.s8.e1,drug1: Immediate Release Capsules: There have been rare reports of an interaction between drug2 and drug0 (with a decreased plasma level of drug0,False, 
DDI-DrugBank.d373.s8.e0,DDI-DrugBank.d373.s8.e2,drug1: Immediate Release Capsules: There have been rare reports of an interaction between drug0 and drug2 (with a decreased plasma level of drug0,False, 
DDI-DrugBank.d373.s8.e1,DDI-DrugBank.d373.s8.e2,drug0: Immediate Release Capsules: There have been rare reports of an interaction between drug1 and drug2 (with a decreased plasma level of drug0,True,mechanism
DDI-DrugBank.d373.s9.e0,DDI-DrugBank.d373.s9.e1,drug1: There have been rare reports of increased prothrombin time in patients taking drug2 to whom drug0,False, 
DDI-DrugBank.d373.s9.e0,DDI-DrugBank.d373.s9.e2,drug1: There have been rare reports of increased prothrombin time in patients taking drug0 to whom drug2,False, 
DDI-DrugBank.d373.s9.e1,DDI-DrugBank.d373.s9.e2,drug0: There have been rare reports of increased prothrombin time in patients taking drug1 to whom drug2,True,effect
DDI-DrugBank.d373.s11.e0,DDI-DrugBank.d373.s11.e1,drug1: A study in 6 healthy volunteers has shown a significant increase in peak drug2 plasma levels (80%) and area-under-the-curve (74%) after a 1 week course of drug0 at 1000 mg per day and drug0,False, 
DDI-DrugBank.d373.s11.e0,DDI-DrugBank.d373.s11.e2,drug1: A study in 6 healthy volunteers has shown a significant increase in peak drug0 plasma levels (80%) and area-under-the-curve (74%) after a 1 week course of drug2 at 1000 mg per day and drug0,False, 
DDI-DrugBank.d373.s11.e2,DDI-DrugBank.d373.s11.e3,drug0: A study in 6 healthy volunteers has shown a significant increase in peak drug0 plasma levels (80%) and area-under-the-curve (74%) after a 1 week course of drug1 at 1000 mg per day and drug2,True,mechanism
